,Title,Difficulty,URL,count
1218,Longest Arithmetic Subsequence of Given Difference,Medium,/problems/longest-arithmetic-subsequence-of-given-difference,1
1385,Find the Distance Value Between Two Arrays,Easy,/problems/find-the-distance-value-between-two-arrays,1
1365,How Many Numbers Are Smaller Than the Current Number,Easy,/problems/how-many-numbers-are-smaller-than-the-current-number,1
1372,Longest ZigZag Path in a Binary Tree,Medium,/problems/longest-zigzag-path-in-a-binary-tree,1
1313,Decompress Run-Length Encoded List,Easy,/problems/decompress-run-length-encoded-list,1
1302,Deepest Leaves Sum,Medium,/problems/deepest-leaves-sum,1
1632,Rank Transform of a Matrix,Hard,/problems/rank-transform-of-a-matrix,1
1171,Remove Zero Sum Consecutive Nodes from Linked List,Medium,/problems/remove-zero-sum-consecutive-nodes-from-linked-list,1
1306,Jump Game III,Medium,/problems/jump-game-iii,1
1429,First Unique Number,Medium,/problems/first-unique-number,1
1726,Tuple with Same Product,Medium,/problems/tuple-with-same-product,1
1363,Largest Multiple of Three,Hard,/problems/largest-multiple-of-three,1
1203,Sort Items by Groups Respecting Dependencies,Hard,/problems/sort-items-by-groups-respecting-dependencies,1
1944,Number of Visible People in a Queue,Hard,/problems/number-of-visible-people-in-a-queue,1
2139,Minimum Moves to Reach Target Score,Medium,/problems/minimum-moves-to-reach-target-score,1
1151,Minimum Swaps to Group All 1's Together,Medium,/problems/minimum-swaps-to-group-all-1s-together,1
1179,Reformat Department Table,Easy,/problems/reformat-department-table,1
1191,K-Concatenation Maximum Sum,Medium,/problems/k-concatenation-maximum-sum,1
1360,Number of Days Between Two Dates,Easy,/problems/number-of-days-between-two-dates,1
1254,Number of Closed Islands,Medium,/problems/number-of-closed-islands,1
1299,Replace Elements with Greatest Element on Right Side,Easy,/problems/replace-elements-with-greatest-element-on-right-side,1
1130,Minimum Cost Tree From Leaf Values,Medium,/problems/minimum-cost-tree-from-leaf-values,1
1263,Minimum Moves to Move a Box to Their Target Location,Hard,/problems/minimum-moves-to-move-a-box-to-their-target-location,1
2215,Find the Difference of Two Arrays,Easy,/problems/find-the-difference-of-two-arrays,1
1167,Minimum Cost to Connect Sticks,Medium,/problems/minimum-cost-to-connect-sticks,1
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,Hard,/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,1
1296,Divide Array in Sets of K Consecutive Numbers,Medium,/problems/divide-array-in-sets-of-k-consecutive-numbers,1
1038,Binary Search Tree to Greater Sum Tree,Medium,/problems/binary-search-tree-to-greater-sum-tree,1
1376,Time Needed to Inform All Employees,Medium,/problems/time-needed-to-inform-all-employees,1
1097,Game Play Analysis V,Hard,/problems/game-play-analysis-v,1
